Player,G,PP,POS,SCR,AST,GLS,BLK,PLUSMINUS,CMP,CMPPER,Y,TY,RY,OEFF,HA,T,S,D,C,HCK,HCKPER,PUL,OPP,DPP,MP
Alex Atkins - COL,4,27.25,24.25,4.5,3,1.5,2,2.75,34,90.07,276,193.75,82.25,48.45,1,3.25,0,0.5,0,1.5,50,19.25,5,22.25,32.32
Mark Whitton - PIT,1,27,26,3,1,2,1,3,12,,343,143,200,34.62,0,1,0,0,0,1,100,0,25,2,23.87
Ben Thoennes - ORE,8,25.5,23.13,5.13,3.75,1.38,1.63,1.5,25.63,80.39,491.63,324.75,166.88,41.62,1.75,5.13,0.13,0.13,0,3.25,53.06,10.13,11.63,13.88,27.98
Will Selfridge - SLC,9,25.22,28,6,2.67,3.33,0.67,4.78,24.11,91.95,434.22,186.22,248,60.71,1.89,1.78,0,0.11,0,1.22,61.11,0,21.22,4,26.04
Arvids Karklins - TOR,8,25,26.13,5.25,3.13,2.13,1.13,4.38,20.75,91.21,512.5,199,313.5,55.02,2,1.88,0,0.13,0,1.5,57.14,1.38,20.88,4.13,24.74
Joseph Cubitt - DET,10,24.9,33.9,3.3,2,1.3,0.6,-0.8,43.4,89.67,426,303,123,36.28,2,4.3,0,0.4,0,0.9,45,0,24.9,0,26.36
Brett Hulsmeyer - ATL,13,24.85,26.69,4.08,2.15,1.92,0.85,3,27.15,93.39,427.77,140.92,286.85,61.67,2.46,1.69,0.08,0.23,0,0.62,47.06,0.62,18.85,6,27.28
Ben Jagt - NY,13,24.85,27.23,4.85,1.38,3.46,0.69,4.62,15.31,93.87,331.23,47.85,283.38,56.5,1.62,0.85,0,0.08,0,0.08,25,2.31,21.69,3.15,26.67
Dan Vockeroth - LV,5,24.6,28,2.8,1.4,1.4,1.2,2.4,19.2,92.31,313.6,111.8,201.8,32.14,1.2,1.2,0,0.4,0,0.6,50,0.2,18.8,5.8,29.16
Kyle Henke - ATX,13,24.54,28.23,4.38,2.23,2.15,0.92,2.85,32.85,91.83,499.31,261.15,238.15,56.13,2.77,2.46,0.08,0,0,1.23,51.61,0.08,22.31,2.23,25.93
Marcel Oliart - PIT,9,24.44,28.67,4.78,1.44,3.33,0.56,4,25.22,94.98,400.89,111.11,289.78,45.74,2,1.11,0,0.22,0,0.22,100,0,23.56,0.89,26.52
Seth Gudeman - IND,10,24.4,28.8,4.6,1.9,2.7,2,4.4,26.6,90.78,388.7,134.9,253.8,38.89,1.5,2.2,0.1,0,0.1,0.6,42.86,2.9,18.9,5.5,27.22
Jake Felton - DET,12,24.33,30.92,6.67,5.17,1.5,0.33,1.33,33.83,83.88,545.17,396.67,148.5,36.12,1.5,5.5,0,0.17,0,4.08,59.04,0.75,23,1.33,24.86
Lukas Ambrose - SEA,9,24.22,15.89,2.11,0.44,1.67,1.44,2.67,9.56,91.49,167.44,48.11,119.33,51.05,1.22,0.78,0,0.11,0,0.11,50,7.89,4.78,19.44,25.41
James Lewis - TOR,11,24.09,27.09,4.91,2,2.91,0.82,4.27,26.09,94.1,468.55,172.73,295.82,54.03,2.45,1.36,0,0.09,0,0.36,57.14,0.09,21.18,2.91,24.58
Ben Dameron - NY,1,24,29,4,3,1,0,2,30,90.91,473,227,246,51.72,2,2,0,0,0,0,,0,24,0,27.07
Chad Yorgason - SLC,13,24,26.31,5.69,3.38,2.31,0.31,4.08,21.31,92.33,507.69,234.92,272.77,60.23,2.46,1.69,0,0.23,0,2,81.25,0,20,4,24.59
Sol Yanuck - CAR,1,24,27,3,2,1,0,3,45,100,313,219,94,70.37,3,0,0,0,0,0,,0,23,1,22.68
Xavier Fuzat - HTX,3,24,25.33,4.67,2,2.67,1,4.67,22,95.65,309.33,84.67,224.67,50,2,0.67,0,0.33,0,0.33,50,0,18.33,5.67,27.44
Tobias Brooks - COL,6,23.83,27.83,5,4.17,0.83,0.33,2.33,51.17,94.17,657,537.67,119.33,55.09,4.33,2.83,0,0.17,0,2.5,65.22,0,22.67,1.17,26.34
Chase Cunningham - HTX,7,23.71,24.86,4,2.86,1.14,0.57,1.14,31.29,89.02,429,277.14,151.86,52.87,2,3.14,0,0.29,0,0.71,38.46,3.14,18.29,5.43,23.79
John Randolph - NY,13,23.69,23.08,5.38,3.08,2.31,0.46,5.08,30.38,96.81,395.31,217.46,177.85,59,2.31,0.77,0,0,0,0.85,73.33,0,16.77,6.92,26.08
Jackson Potts - ATX,8,23.63,27.25,6.13,3.5,2.63,0.25,4.75,19.75,92.94,348.88,134.13,214.75,57.8,1.5,1.5,0,0.13,0,0.63,41.67,0.5,21,2.63,24.97
Justin Perticone - DET,8,23.5,32,2.5,1.25,1.25,0.63,1.25,23.38,93.5,297.5,114.75,182.75,39.06,2.38,1.38,0,0.5,0,0.25,40,0,22.5,1,26.18
Ben Lewis - HTX,6,23.33,25.33,3.83,1.17,2.67,0.67,3.33,17,93.58,365.17,122.67,242.5,50.66,1.67,0.67,0,0.5,0,0.67,80,0,17.33,6,25.09
Calvin Brown - NY,7,23.29,27.86,5.71,3.86,1.86,0.29,1.86,46.57,91.57,715.71,524.14,191.57,61.54,2.43,3.57,0,0.57,0,3.43,72.73,0,23.29,0,26.26
Anil Driehuys - PIT,4,23.25,27.25,4.5,2.75,1.75,0,2,34.75,92.05,480,259.25,220.75,46.79,1,2.5,0,0,0,1.75,46.67,0,23.25,0,25.28
Tom Blasman - TOR,12,23.25,24.75,4.92,4,0.92,0.33,2.92,37.67,93.58,509.17,362.17,147,53.2,2.25,2.08,0.08,0.25,0,2,61.54,0.5,19.33,3.92,23.39
Anthony Gutowsky - MAD,13,23,24,5.08,0.85,4.23,1.46,4.92,13.31,91.53,270.08,50.62,219.46,50.32,1.15,1,0,0.62,0,0.08,25,0,13.38,9.62,26.15
Noah Coolman - COL,13,23,20.38,3.69,2,1.69,1.85,4.23,14.62,90.91,291.85,120.62,171.23,54.72,1.31,1.31,0,0,0,0.69,64.29,0.08,8.31,14.69,26.22
Will Hoffenkamp - PIT,10,23,25.9,3.4,2.2,1.2,0.5,0.6,48.8,92.95,349.7,252.2,97.5,44.79,3,2.9,0,0.4,0,0.3,37.5,0.2,20.4,2.6,24.39
Khalif El-Salaam - SD,12,22.92,21,4.83,2.5,2.33,0.17,3.75,17,92.31,331.75,113.17,218.58,55.56,1.42,1.08,0,0.17,0,0.58,63.64,1.67,13.42,9.5,25.92
Alex Mullen - PIT,7,22.86,26.43,4.14,1.71,2.43,0.86,2.86,29,94.86,357.43,149.43,208,41.62,1.14,1.43,0,0.71,0,0.71,50,0,21,1.86,24.54
Joey Wylie - ATX,11,22.82,23.55,3.64,2.09,1.55,0.45,3,24.55,96.09,343.36,151.27,192.09,56.76,1.73,0.91,0,0.18,0,0.18,50,0,15.55,7.27,24.81
Leo Gordon - OAK,9,22.78,26.78,5.22,3.56,1.67,0.44,3.78,37.44,95.2,478.44,286.89,191.56,64.32,2.89,1.78,0,0.11,0,1,75,0,22.33,0.44,22.16
Matt Bennett - HTX,8,22.75,15.13,1,1,0,0.63,-0.5,24.5,91.16,163.5,179.75,-16.25,42.15,1.25,2,0,0.13,0,0.63,45.45,0.25,8,14.75,24.26
Evan Bembenista - PIT,7,22.71,25,2.29,0.57,1.71,0.43,1.14,10,89.74,221.29,69.43,151.86,40.57,1.14,1,0,0.57,0,0.43,42.86,0,18.29,4.43,24.34
Marcel Osborne - SD,14,22.71,26.14,4.07,1.57,2.5,0.5,2.5,27.64,93.93,374.07,185.64,188.43,55.46,3,1.64,0,0.43,0,0.29,66.67,0.36,19.29,3.43,24.55
Quinn Finer - COL,13,22.69,27.54,5.38,2.62,2.77,0,3.46,24.62,92.22,455.08,203.69,251.38,53.63,2.31,1.69,0,0.23,0,1.69,66.67,0,21.77,0.92,26.56
Travis Dunn - SD,12,22.67,26.42,5.83,3.92,1.92,0.58,4.5,22.92,92.28,425.42,174.75,250.67,57.73,1.58,1.75,0,0.17,0,1.25,55.56,0,21.5,1.17,22.79
Jimmy Zuraw - HTX,11,22.64,24.36,3.45,2.36,1.09,0.64,1.91,30.64,93.87,372.91,231,141.91,52.24,2.27,1.73,0.09,0.45,0,1,78.57,1.82,18.27,4.36,23.97
Aiden Landis - PIT,8,22.63,21.25,3.13,2.63,0.5,0.5,-0.5,21.13,82.84,326.5,229.38,97.13,43.53,1.13,4,0,0.13,0,1.63,52,4.63,13.25,9.38,24.33
Brendan Gessner - DET,12,22.42,28.33,1.75,0.33,1.42,0.25,1.25,12.67,96.2,189.58,44.67,144.92,35.29,0.83,0.5,0,0.25,0,0.17,100,0,20.92,1.5,23.48
Sean McDougall - LA,8,22.38,25.75,4.5,2.38,2.13,1.5,5,17.38,94.56,306.75,106.88,199.88,47.57,1.25,1,0,0,0,0.88,63.64,0,20.13,2.25,23.25
James Franklin - LA,9,22.33,26,6,3,3,0,3.78,18.22,89.62,417.33,145.11,272.22,49.15,1.44,2.11,0,0.11,0,1.44,65,0,21,1.33,23.63
John McMonigal - PIT,11,22.27,25.45,3.64,1.91,1.73,0.64,2.27,25.45,93.02,340.55,139.18,201.36,46.79,1.64,1.64,0,0.36,0,0.73,57.14,0,18.82,3.45,24.49
Solomon Rueschemeyer-Bailey - NY,12,22.25,26.83,2.25,1.25,1,0.08,1,45.5,97.15,475.83,364.42,111.42,57.45,2.75,1,0,0.33,0,0,0,0,22.25,0,25.12
Mike Mackenzie - TOR,5,22.2,13.6,2.2,0.6,1.6,0.8,1.8,8.8,89.8,187.6,75,112.6,52.94,1.4,1,0,0.2,0,0.2,50,4.2,3.8,18.4,23.69
Garrett Martin - SEA,11,22.18,26.64,6.18,2.82,3.36,0.36,4.91,18.55,94.01,382.36,133.91,248.45,57.34,2.09,1.09,0,0.55,0,0.82,81.82,0,20.36,1.82,25.07
Aaron Wolf - SEA,6,22.17,24,4,2.67,1.33,0.83,1.67,28.33,90.43,312.5,249.33,63.17,51.39,2.17,2.83,0.17,0.33,0,0.83,62.5,1.33,14.5,7.67,23.43
Christophe Tremblay-Joncas - MTL,11,22.09,24.82,5.09,4,1.09,1,3.73,23.45,90.85,471,273.09,197.91,49.82,2,1.91,0,0.45,0,2.36,81.25,0.82,19,3.09,24.08
Tyler Reinhardt - HTX,12,22.08,17.75,1.5,0.75,0.75,0.17,-0.33,22.08,92.01,224.17,157.17,67,43.66,1.67,1.83,0,0.17,0,0.33,44.44,2.25,10.17,11.92,23.47
Matt Miller - SD,14,22.07,26.21,4.29,2.64,1.64,0.57,2.14,37.07,92.18,509.79,344,165.79,55.59,2.29,2.64,0,0.07,0,1.79,67.57,0.07,20,2.07,24.15
McKay Yorgason - SLC,14,22.07,25.64,3.64,3.14,0.5,0.36,2.29,44.07,95.81,451.43,338.71,112.71,61.56,3.86,1.57,0.07,0.14,0,0.57,80,0,19.93,2.14,22.38
Axel Olson - SEA,1,22,15,3,3,0,2,5,25,100,278,279,-1,,3,0,0,0,0,2,100,10,5,17,25.42
Collin Hill - DET,8,22,30.38,1.88,1.13,0.75,0.75,0.38,27.25,91.21,287.38,176.75,110.63,39.51,1.25,2,0,0.25,0,0.5,50,0,22,0,23.63
David Barram - ORE,10,22,28.4,2.6,2.2,0.4,0.1,0,36.5,91.94,388,338,50,39.79,2.1,2.4,0,0.3,0,2.3,63.89,0,21.9,0.1,25.67
Adam Miller - ATL,13,21.85,24.92,5.23,3.31,1.92,0.08,4,36.08,96.3,401.15,250.23,150.92,62.04,2.08,1.23,0,0.08,0,1.08,73.68,0.38,19.77,2.08,24.69
Jimmy Towle - PIT,8,21.75,26.13,1.88,0.63,1.25,0.25,1.5,17,96.45,214.88,93.63,121.25,44.98,1.25,0.5,0,0.13,0,0,0,0,21.75,0,22.75
Reese Bowman - ATX,8,21.75,24.5,3.5,1.63,1.88,0.13,2.63,11.75,93.07,231.38,98.38,133,55.1,1.25,0.75,0,0.25,0,0.5,57.14,0.13,20.63,1.13,22.48
Connor Concannon - DET,11,21.73,27,3.27,0.91,2.36,0.18,1.82,7.27,87.91,251.55,36.55,215,34.68,0.82,1,0,0.64,0,0.36,66.67,0,20.09,1.64,22.12
Jonathan Mast - PIT,10,21.7,26.4,3.5,2.8,0.7,0.1,1.7,43,95.34,401.7,315.1,86.6,45.45,2.2,1.7,0,0.2,0,1.1,64.71,0,21.7,0,24.5
Mark Henke - ATX,12,21.67,22.17,4.92,1.83,3.08,1,5.17,14.08,96.02,259.5,62.67,196.83,56.02,1.33,0.58,0,0.17,0.08,0.25,75,0,14.42,7.25,24.12
Jack Galle - IND,8,21.63,24.13,3,0.63,2.38,1,2.88,15.25,95.31,206.75,39.25,167.5,37.31,0.63,0.75,0,0.38,0,0.13,100,0,14.63,7,24.24
Rutledge Smith - CAR,8,21.63,25.13,5.13,1.5,3.63,0.38,4.5,40.38,97.58,372.88,207,165.88,61.69,1.88,0.75,0,0.25,0,0,,0,20.75,0.88,24.51
Sam Grossberg - PHI,9,21.56,24.78,4.56,2.33,2.22,0.22,3.33,46.89,96.13,488,336.33,151.67,56.05,2.33,1.33,0,0.11,0,0.78,53.85,0,20.56,1,24.44
Zeppelin Raunig - SEA,9,21.56,26.33,4.67,1.22,3.44,0.67,4.67,11.33,94.44,358.11,62.56,295.56,53.59,1,0.56,0,0.11,0,0.22,100,0,21,0.56,22.55
Eric Brodbeck - ATX,13,21.54,26,3.77,1.62,2.15,0.31,3,24.77,94.71,345.85,190.85,155,56.8,1.62,1.08,0,0,0,0.15,66.67,0,21.23,0.31,23.49
Austin Taylor - ATL,14,21.5,25.14,5.14,4.14,1,0.14,3.86,44.21,96.42,553.79,384.36,169.43,63.35,2.21,1.29,0,0.14,0,2.36,78.57,0,21.21,0.29,24.35
Daan De Marrée - CHI,10,21.5,25.1,7.8,3.3,4.5,1.9,8.3,27.3,95.79,516.8,193.3,323.5,59.36,2.9,1.1,0,0.3,0,0.5,55.56,0.4,15.7,5.8,23.37
Martin Gallant - TOR,4,21.5,23.5,5.75,2.25,3.5,0.5,3.75,27.25,91.6,402.5,213.25,189.25,58.51,2,2.5,0.25,0,0,0.5,66.67,0,19.5,2,23.3
Sean Mott - PHI,12,21.42,25.75,5.17,3.83,1.33,0.25,3.17,43.75,94.09,540.5,357.75,182.75,52.1,2.75,1.92,0,0.33,0,1.58,55.88,0.33,20.83,0.58,24.15
Evan Magsig - OAK,14,21.36,25.14,4.86,3.36,1.5,0.43,3.14,49.21,95.83,455.21,342.43,112.79,60.8,2.71,2.07,0.07,0.07,0,1.57,70.97,0.5,19.71,1.64,21.88
Jacob Fairfax - CAR,10,21.3,23.9,5.2,1.6,3.6,0.5,4.7,16.8,96,391.9,81.6,310.3,60.67,1.5,0.7,0,0.3,0,1.2,85.71,0,19.5,1.8,21.64
Elliot Hawkins - COL,4,21.25,21,5,2.5,2.5,0.75,4.25,11,88,357.75,89,268.75,52.38,0.75,1.25,0,0.25,0,0.75,75,1.25,15.75,5.5,20.75
Hayden Austin-Knab - ATL,14,21.21,24.5,4.21,2.64,1.57,0.36,3.21,30.79,95.35,407.36,242.36,165,62.39,2.36,1.29,0,0.07,0.07,1.57,75.86,0.14,20.57,0.64,23.71
Ty Barbieri - TOR,10,21.2,23.8,4.4,0.8,3.6,0.1,3.1,7.3,89.02,200.5,21.4,179.1,55.04,0.5,0.9,0.1,0.5,0,0.2,40,0,19.4,1.8,22.11
Zeke Thoreson - COL,6,21.17,26,3.5,1.17,2.33,0.33,2.67,17,94.44,369.33,66,303.33,57.05,2.17,0.83,0,0.33,0,0.17,50,0,20.17,1,25.26
Jeremy Hill - MTL,8,21.13,24.88,2.63,0.88,1.75,0.63,1.88,10.5,90.32,235.38,64.88,170.5,50.75,1.13,1,0,0.38,0,0.5,80,0,19.75,1.38,22.16
Ethan Bloodworth - CAR,10,21.1,14.8,2.6,2.1,0.5,0.8,2.6,18.1,95.77,159.1,80.5,78.6,56.76,1.8,0.7,0,0.1,0,0.3,75,0.3,6.4,14.7,23.92
Jakob Brissette - MTL,12,21.08,25.83,2.25,1.83,0.42,0.42,0.25,42.17,94.05,394.33,345.75,48.58,51.61,2.92,2.33,0,0.08,0,0.92,61.11,0,20.75,0.33,22.72
Quinn Buermeyer - ORE,12,21.08,26.75,2.08,0.25,1.83,0.33,1,19,93.06,194.75,65.17,129.58,38.63,1.17,1.17,0,0.25,0,0.08,25,0,20.33,0.75,25.69
Conor Belfield - SEA,8,21,25,5.38,2.88,2.5,0.88,4.38,20.38,91.06,451.13,129.75,321.38,53,1.63,1.5,0,0.38,0,0.88,50,0,19.38,1.63,24.1
Eli Kerns - OAK,7,21,15.57,2.57,2,0.57,1,2,19,89.86,151.86,134,17.86,48.62,1.14,1.57,0,0,0,1.43,50,14.14,2.71,18.29,21.46
Kevin Pignone - CAR,5,21,25.8,2.6,2.2,0.4,0.2,0.8,34.6,94.02,364.2,290.2,74,62.02,3.2,2,0,0,0,0.8,66.67,0.2,20.8,0.2,21.18
Zach Morton - MIN,1,21,20,2,1,1,3,5,5,,158,56,102,65,0,0,0,0,0,1,100,0,8,13,16.98
Adam Rees - OAK,12,20.92,23.67,4.58,1.33,3.25,0.58,4.25,18.5,96.1,335.42,109.08,226.33,62.32,2.17,0.67,0,0.25,0,0.42,100,0.08,18.42,2.5,21.83
Matt LaBar - NY,13,20.92,24.46,4.77,2.08,2.69,0.38,3.85,20.62,94.7,370.69,125.08,245.62,58.18,2,1.08,0,0.23,0,0.77,66.67,0,20.08,0.85,24.31
John McDonnell - CAR,11,20.91,25.55,1.73,1.36,0.36,0.18,0,55.73,95.78,359.45,379.73,-20.27,60.14,3.73,1.91,0.09,0,0,0.45,62.5,0,20.82,0.09,23.57
Jack Williams - NY,11,20.91,24.09,3.91,2.82,1.09,0.36,2.45,39.73,94.38,456.18,297.27,158.91,55.85,2.55,1.82,0,0,0,0.82,50,0,19.64,1.27,23.08
Adam McNichols - ORE,10,20.9,26.4,2.9,2.6,0.3,0.6,0.7,28.4,91.32,352,183.6,168.4,38.26,1.9,2.3,0.1,0.5,0,1.4,50,0,20.2,0.7,23.87
Mikey O'Brien - SEA,10,20.9,14.1,0.8,0.7,0.1,0.7,1.3,8.2,96.47,85.3,27.5,57.8,50.35,0.4,0.2,0.2,0,0,0,,1.6,3,17.9,22.61
Quentin Bonnaud - MTL,12,20.83,25.17,6,1.58,4.42,0.58,5.33,15.58,92.12,381.5,77.75,303.75,51.32,1.17,1.08,0,0.17,0,0.58,58.33,0,20.08,0.75,22.12
Allan Laviolette - CAR,11,20.82,25.82,8.09,6.09,2,0.55,7,35.73,94.93,514.55,359.45,155.09,58.1,1.36,1.45,0,0.18,0,2.91,86.49,0,20.73,0.09,23.76
Jonathan Lyle - LA,11,20.82,25.27,6.09,3.82,2.27,0.18,4.27,26.64,93.31,478.64,212.36,266.27,49.28,2.55,1.64,0,0.36,0,1.91,75,0,20.45,0.36,23.34
Wilkie Lewis - TOR,11,20.82,23.27,2,0.64,1.36,0,0.82,12.73,94.59,188.45,66.73,121.73,53.13,1.09,0.73,0,0.45,0,0.18,40,0,18.27,2.55,22.57
Xavier Payne - CHI,10,20.8,17.4,3.2,2.6,0.6,1.5,2.7,30.6,92.17,237.3,229.2,8.1,55.17,1.6,1.9,0,0.1,0.1,1.3,59.09,15.2,2.7,18.1,23.81
Scott Heyman - PHI,10,20.7,24.7,6.2,3.9,2.3,0.6,4.9,30.4,93.25,564.4,311.3,253.1,54.25,2.7,1.8,0.1,0.1,0,2.2,81.48,0,19.8,0.9,23.45
Kevin Quinlan - MTL,12,20.67,25.42,3.08,2.5,0.58,0.25,1.58,26.5,93.53,358.83,218.5,140.33,51.15,2.08,1.67,0.08,0.08,0,1.33,64,0,20.33,0.33,22.51
Nate Knutson - ORE,10,20.6,26.1,3.9,0.9,3,0.7,3.7,14.3,94.08,231.4,35.2,196.2,35.25,1.5,0.5,0,0.4,0,0,,0,18.7,1.9,25.36
Walker Frankenberg - OAK,12,20.58,24.58,7,3.58,3.42,0.33,5.5,29.08,94.07,573.67,243,330.67,64.07,2.58,1.75,0,0.08,0,0.58,87.5,0,20.42,0.17,20.73
Luc Comire - TOR,9,20.56,23.89,2.44,1.89,0.56,0.11,1,34,95.63,404.44,294.89,109.56,54.88,2.22,1.56,0.11,0,0,0.89,57.14,0,19.56,1,22.79
Nathan Ploeger - DET,9,20.56,22.22,2,0.67,1.33,0.22,1.44,7.11,85.33,189.22,45.67,143.56,34.5,0.67,0.78,0,0,0,0.11,50,0,15.22,5.33,21.43
Christian Foster - SEA,8,20.5,23,3,2.63,0.38,0.13,1.25,30,93.39,410,344.38,65.63,53.8,1.88,1.88,0.13,0,0,3.25,83.87,1.5,18.25,2.25,20.21
Jack Havey - IND,8,20.5,24.63,2.25,0.88,1.38,0.25,1.13,21.88,95.63,298.13,153.5,144.63,42.13,1.5,0.88,0,0.5,0,0.13,33.33,0,16.88,3.63,22.48
Myles Armstrong - ATX,10,20.5,24.6,4,1.8,2.2,0,2.8,18.8,94.95,305.1,131.1,174,55.69,1.8,1,0,0.2,0,0.9,90,0,20.1,0.4,22.32
Thomas Edmonds - DC,10,20.5,22.1,3.8,1.8,2,0.5,3,30.4,94.41,324.5,188.7,135.8,52.04,1.3,1.3,0,0,0,0.6,60,1.9,15,5.5,24
Charlie Vukovic - PIT,9,20.44,17,2,1.22,0.78,0.67,0.22,10.89,80.99,162.33,72.78,89.56,35.29,0.56,2.22,0.11,0.22,0,0.33,25,10.89,5,15.44,21.54
Connor Ughetta - HTX,10,20.4,15.1,1.4,0.8,0.6,0.1,0.2,12.7,91.37,163.7,87.8,75.9,39.74,0.4,1.1,0,0.2,0,0,0,8,7.2,13.2,21.07
Tony Goss - SEA,10,20.4,22.1,2.8,1.3,1.5,0.4,2.2,28,96.55,220.7,145.4,75.3,58.37,2.1,0.9,0,0.1,0,0.3,100,0,16,4.4,23.1
Jeff Weis - CHI,8,20.38,15.25,1,0,1,0.88,1.63,12.63,99.02,79.88,34,45.88,53.28,1.25,0,0,0.25,0,0,,0,3.38,17,21.77
Jordan Salazar - HTX,11,20.36,19.36,2.82,0.91,1.91,0.36,2.73,10.64,96.69,232.18,47.45,184.73,51.17,0.91,0.27,0,0.18,0,0.09,100,0,13.73,6.64,21.43
Kyle Rubin - SD,11,20.36,24,2.18,1.45,0.73,0.27,1.73,16.18,95.19,231.55,133.73,97.82,58.33,1.82,0.36,0,0.36,0,0.36,80,0,20.27,0.09,20.24
Elliott Moore - ATX,12,20.33,22.83,3.5,2.5,1,0.08,1.33,31.58,93.35,399.75,306.5,93.25,54.74,2.33,2.17,0.08,0.08,0,1,66.67,0,16.17,4.17,22.31
Mark Lloyd - TOR,3,20.33,13,1.67,1,0.67,0.67,1,6.33,86.36,109.33,50.33,59,51.28,1,1,0,0.33,0,0.67,50,0,4,16.33,20.14
Tristan Van de Moortele - MIN,16,20.31,18.63,3.06,2.06,1,0.38,2.06,24.88,94.76,250.94,164.69,86.25,49.66,1.63,1.25,0,0.13,0,0.5,53.33,0.5,6.5,13.81,24.7
Nicholas Betsch - IND,10,20.3,16.9,2.6,1.8,0.8,0.7,0.3,18.8,86.24,258.4,185,73.4,39.64,0.8,2.7,0,0.3,0,0.8,61.54,3.2,7.6,12.7,20.28
Lucas Storm - PIT,7,20.29,21.57,3.14,1.57,1.57,0.57,2.71,12.57,93.62,212.86,75.14,137.71,45.03,0.71,0.86,0,0.14,0,0.43,60,0,15.71,4.57,21.8
Tim Schoch - CHI,7,20.29,15.86,1.71,0.71,1,1.57,3,8.29,98.31,81.71,23.86,57.86,56.76,0.43,0,0.14,0.29,0,0,,0,2.14,18.14,22.39
Justin Wollin - DET,4,20.25,23,1.75,0.5,1.25,0.25,0.25,22,93.62,260,176.5,83.5,41.3,1.75,1,0,0.75,0,0.25,50,0,20.25,0,18.29
Ryan Hiser - LV,8,20.25,26.75,2.88,2.5,0.38,1,0.5,30.38,90.67,379.88,266.75,113.13,35.51,2.38,2.88,0,0.5,0,2.5,68.97,0.63,19.13,1.13,23.59
