Player,G,PP,POS,SCR,AST,GLS,BLK,PLUSMINUS,CMP,CMPPER,Y,TY,RY,OEFF,HA,T,S,D,C,HCK,HCKPER,PUL,OPP,DPP,MP
Marc Munoz - SEA,10,20.2,18.6,3.3,2.5,0.8,0.7,2.3,24.4,93.49,311.2,207,104.2,54.3,2.1,1.5,0.1,0.2,0,1.2,85.71,0,11.9,8.3,22.72
Adam Grossberg - PHI,8,20.13,15.25,2.75,2.13,0.63,0.88,1.25,13.88,87.4,211.25,121.25,90,47.54,1.25,1.88,0,0.5,0,0.88,46.67,1.38,7.25,12.88,23.71
William Wettengel - CHI,8,20.13,14.13,2.25,1.25,1,1.88,3.5,7.88,90,161.5,48.75,112.75,59.29,0.38,0.63,0,0,0,0.25,40,0.75,2.13,18,22.83
Grayson Sanner - CAR,12,20.08,24.25,4.67,2,2.67,0.58,3.58,17.5,91.7,365.58,117.25,248.33,61.51,1.75,1.25,0,0.42,0,0.83,83.33,0.08,19.75,0.33,21.78
Chris Walsh - DET,2,20,26.5,3,2.5,0.5,1,2,31.5,92.65,416,269,147,41.51,0.5,2,0,0,0,1,100,0,20,0,21.34
Everest Shapiro - NY,12,20,18.42,1.92,0.5,1.42,0.42,1.17,11.58,94.56,194.58,70.5,124.08,55.2,1.17,0.58,0,0.58,0,0.33,80,0,13.33,6.67,21.28
Antonio Rueda - ORE,12,19.92,25.83,2,0.75,1.25,0.5,0.83,26.08,93.71,222.75,102.08,120.67,39.35,1.33,1.33,0,0.33,0,0.08,100,0,18.83,1.08,24.54
Carson Armstrong - ATX,12,19.92,23.33,2.42,1.58,0.83,0,1,26.92,95,349.58,205.67,143.92,57.86,1.67,1.33,0,0.08,0,0.5,66.67,0,19.08,0.83,21.21
Carson Chamberlain - IND,9,19.89,26.78,3.44,1.56,1.89,0.44,3,17.89,94.71,314.11,106.89,207.22,41.08,1.78,0.67,0,0.22,0,0.22,50,0,18.89,1,23.37
Aidan Downey - DC,8,19.88,19,3.75,1.63,2.13,0.5,3.5,20.63,95.93,272.13,86.13,186,59.21,2,0.63,0.13,0.13,0,0.38,60,0.63,13.13,6.75,23.33
Anson Reppermund - PIT,8,19.88,18.63,2.13,0.88,1.25,0.63,1.38,9.25,86.05,204,67.13,136.88,48.32,0.88,1.25,0,0.13,0,0.63,50,3.5,10.75,9.13,20.72
Colin Beauregard - DET,7,19.86,13.71,1.14,0.29,0.86,1,-0.29,6.57,74.19,117.29,20.57,96.71,23.96,0.29,2.29,0,0.14,0,0,0,0,4.86,15,20.38
Jacques Nissen - DC,13,19.77,23.62,2.85,2,0.85,0.23,0.69,45.77,94.44,492.69,336.23,156.46,54.07,1.69,2.38,0,0,0,1.08,70,0,19.46,0.31,25.03
Dalton Smith - HTX,4,19.75,22.75,3.5,2.25,1.25,0.25,2.25,38.25,95.63,310,260.25,49.75,58.24,2.25,1.5,0,0,0,0.5,66.67,0,16.75,3,21.44
Ryan Poloz - TOR,11,19.73,23.73,2.73,2.18,0.55,0.09,1.73,24.09,94.31,271.55,188.64,82.91,54.41,1.18,1,0,0.09,0,0.36,66.67,0,18.91,0.82,21.21
Jordan Kerr - SLC,14,19.71,23.71,5,3.57,1.43,0.36,4.29,20.36,94.68,346.36,191,155.36,61.45,1.64,0.86,0,0.21,0,1.07,75,0,19.36,0.36,19.63
KJ Koo - SD,10,19.7,20.7,2.8,1,1.8,1,2.7,19.1,95.02,301.5,142.6,158.9,57,1.8,1,0,0.1,0,0.7,87.5,0.1,14,5.7,21.31
Andrew Roy - DC,13,19.69,23.85,3.38,1.92,1.46,0.23,2.46,49.31,97.71,427.92,338.62,89.31,53.87,2.31,1.08,0,0.08,0,0.54,70,0,19.46,0.23,24.42
Jake Reinhardt - ATX,13,19.69,13.54,1.62,1.08,0.54,0.46,0.08,11.15,84.8,167,122.31,44.69,53.41,1.31,1.92,0.08,0.08,0,0.62,50,13.08,3.31,16.38,20.73
Jason Vallee - OAK,11,19.64,22.64,4.09,3.18,0.91,0.36,3.09,32.09,95.41,288,183.64,104.36,59.04,2.45,1.27,0,0.09,0,0.55,100,0,16.73,2.91,20.46
Asher Lantz - SEA,10,19.6,13.6,0.9,0.4,0.5,0.8,1.6,3.4,100,80.2,19.1,61.1,41.18,0.5,0,0.1,0.1,0,0,,0.1,2.4,17.2,22.06
Connor McHale - TOR,7,19.57,15,2.14,2,0.14,0.43,0.29,24.43,89.53,302.57,177.71,124.86,42.86,1.43,2.14,0,0.14,0,1.14,66.67,4.71,8.29,11.29,23.87
Jacob Duquette - MTL,9,19.56,23.33,3.11,0.89,2.22,0.22,1.44,19.56,91.67,308,138.22,169.78,54.29,1.56,1.44,0,0.44,0,0.78,70,0,18.56,1,21.45
Paul Owens - PHI,11,19.55,11.55,1.55,1,0.55,0.82,1.91,12,95.65,114.09,75.18,38.91,51.18,0.45,0.45,0,0,0,0.36,57.14,3.45,2.64,16.91,22.77
AJ MacIsaac - LV,10,19.5,25.3,1.3,0.6,0.7,0.4,-0.3,23.9,91.22,285.5,163.9,121.6,32.41,1.3,1.9,0,0.1,0,0.8,66.67,0,18.4,1.1,22.18
Benjamin Preiss - CHI,12,19.5,21.25,4.5,1.33,3.17,0.92,4.58,11.5,93.88,260.5,54.25,206.25,62.75,1.08,0.58,0,0.25,0,0.25,75,0,13.33,6.17,20.44
Mitchell Steiner - LA,10,19.5,15.4,1.4,0.9,0.5,0.8,1.4,16,94.12,152.2,55.9,96.3,40.91,0.9,0.8,0.1,0,0.1,0.1,33.33,1.5,7.3,12.2,22.52
Phil Turner - TOR,12,19.5,11.17,1,0.17,0.83,1.42,2.08,5.17,96.88,88.92,36.25,52.67,48.51,0.58,0.17,0,0.17,0.08,0.17,100,7.25,3.92,15.58,20.47
Matt Russnogle - SLC,13,19.46,23,4.15,0.69,3.46,0.15,3.85,8.54,95.69,203.15,26.15,177,60.54,1,0.38,0.08,0.08,0,0.15,40,0,18.92,0.54,19.01
Bryan Vohnoutka - MIN,16,19.44,20.81,3.63,1.69,1.94,0.5,2.88,16.75,92.1,280.81,117,163.81,54.05,1.5,1.19,0,0.06,0,0.38,60,0.13,14,5.44,21.12
Kai DeLorenzo - MAD,12,19.42,20.75,1.42,0.5,0.92,0.75,0.67,13.42,88.46,198.33,103.58,94.75,45.38,0.75,1.42,0,0.08,0.08,0.5,75,4.33,11.08,8.33,22.8
Timothy Elliott - COL,10,19.4,23.9,2.1,1.3,0.8,0.2,1.2,28.9,96.01,326.5,200.9,125.6,56.07,1.7,0.9,0,0.2,0,0.1,100,0,19.1,0.3,22.26
Jack Brown - SEA,11,19.36,15.27,1.64,1.09,0.55,0.91,1.55,7,88.51,149.91,49,100.91,49.4,0.55,0.73,0,0.27,0,0.45,62.5,0.36,7.91,11.45,20.95
William Tober - PHI,11,19.36,22.36,1.36,0.45,0.91,0.09,0.36,15.64,95.56,236.09,76.27,159.82,53.25,1.45,0.64,0,0.45,0,0.09,100,0,18,1.36,21.54
Garrett Santi - LA,9,19.33,14.22,1.22,0.78,0.44,0.22,-0.22,11.89,86.99,105,64,41,35.16,0.89,1.56,0,0.11,0,0.89,47.06,12.89,3.89,15.44,21.53
Braden Eberhard - SLC,13,19.31,23.31,2.38,0.62,1.77,0.15,1.54,29.85,96.04,280.15,177.31,102.85,62.38,2.08,0.92,0.08,0.08,0,0.23,50,0,19.31,0,19.38
Mateo Dominguez - LA,10,19.3,23.5,1.3,0.5,0.8,0.1,0.5,40.2,95.71,302.5,250.5,52,51.49,2.1,0.9,0.1,0,0,0.3,100,0,19.1,0.2,22.19
Derek Mourad - SEA,11,19.27,24.55,2.45,1.55,0.91,0.18,1.27,33.55,95.35,309.91,265.27,44.64,49.63,2.09,1.27,0.09,0.09,0,1.09,100,0.36,18.45,0.82,22.59
Nate Little - PHI,12,19.25,11.92,2,1.08,0.92,1.33,2.67,5.83,88.61,135.5,51.67,83.83,53.15,0.58,0.58,0,0.08,0,0.42,71.43,0,3.92,15.33,20.13
Pieran Robert - MAD,13,19.23,14.85,2.08,0.46,1.62,1.31,2.92,4,92.86,106.23,17.31,88.92,51.3,0.54,0.31,0,0.15,0,0,,0,3.62,15.62,21.01
Saul Wildavsky - OAK,13,19.23,23.15,2.85,0.69,2.15,0.23,2.62,9.92,94.85,175.46,44.23,131.23,61.13,0.85,0.46,0,0,0,0,0,0,18.92,0.31,19.18
Nanda Min-Fink - COL,9,19.22,21.11,4.22,2.44,1.78,0.22,2.78,25.56,94.65,332.22,132.11,200.11,54.74,2.22,1.44,0.11,0.22,0.11,0.44,57.14,0,15.67,3.56,21.76
Cole Hyzer - IND,12,19.17,24.08,3.5,2.33,1.17,1,2.17,21.5,88.05,375,181.83,193.17,38.41,1,2.25,0,0.08,0,1.25,62.5,0.58,16.25,2.92,22.8
Dane Bossert - HTX,6,19.17,14,1,0.33,0.67,0.5,0.17,6,81.82,129.5,42.33,87.17,51.19,1.17,1.33,0,0,0,0.17,100,0,8.83,10.33,19.8
Tommy Li - SEA,12,19.17,24.08,2.75,1.17,1.58,0.33,1.58,13.58,90.56,238.17,89.33,148.83,52.6,1.92,1.33,0,0.17,0,0.67,66.67,0,19.17,0,21.97
Nate Goff - CHI,7,19.14,23.86,3.29,1.71,1.57,0.29,1.43,19.43,92.52,353.14,158.14,195,52.1,1.14,1.57,0,0.57,0,0.86,46.15,0.14,16.14,3,21
Alec Benton - LV,8,19.13,22.13,1.75,1.63,0.13,0.25,-2.13,25.63,85.06,324.75,265.38,59.38,30.51,1.88,4,0,0.13,0,1.5,40,1.88,16.5,2.63,19.01
Oliver Chartock - NY,11,19.09,22,2.55,1.45,1.09,0.27,1.73,13.55,93.13,244.45,85.91,158.55,54.13,1.27,1,0,0.09,0,0.27,100,0,17.73,1.36,21.56
Daniel Ritthaler - OAK,13,19.08,14.62,2.15,1,1.15,0.85,2,20.77,95.41,161.08,103.85,57.23,49.47,1.77,0.85,0,0.15,0,0.15,66.67,0.08,2.08,17,22.27
Tobe Decraene - BOS,14,19.07,23.07,6.5,3.57,2.93,0.29,5.14,29,94.42,464.43,159.29,305.14,56.04,1.79,1.43,0,0.21,0,0.5,63.64,0.07,17.71,1.36,23.38
Chris Cassella - ATX,1,19,25,2,2,0,0,0,20,95.24,293,102,191,60,2,1,0,1,0,0,0,0,19,0,22.35
David Cox - DET,10,19,25.1,2.7,1,1.7,0.6,1.1,11.9,87.5,249.8,102.7,147.1,37.05,1.5,1.6,0,0.6,0.1,0.6,33.33,0,18.7,0.3,19.96
Sebastian Brauer - MIN,1,19,19,3,2,1,0,2,13,,118,37,81,,1,1,0,0,0,0,,7,8,11,15.38
Trey Dynes - IND,3,19,21.67,1.33,1,0.33,0.33,0.67,13,92.86,153,59,94,40,0.67,1,0,0,0,0,0,0,14.33,4.67,18.62
William Coffin - CAR,10,19,13.5,1.9,1.2,0.7,1.3,1.7,10.2,86.44,169.3,96.7,72.6,48.15,0.4,1.4,0,0.1,0,0.8,53.33,11.4,5.2,13.8,20.78
Rowan McDonnell - DC,14,18.93,23,4.71,3,1.71,0.21,2.93,21.36,92.28,267.86,117,150.86,54.97,1.07,1.79,0,0.21,0,0.64,50,0.07,18.64,0.29,23.58
Max Combs - LA,12,18.92,15.25,2.5,1,1.5,1.33,2.83,19.08,94.63,194.08,76.25,117.83,47.54,1.08,0.83,0,0.17,0,0.08,33.33,0.5,6.58,12.33,23.01
Brad Ellis - LV,11,18.91,25.27,2.64,0.73,1.91,0.36,1.45,6.64,79.35,194,33.09,160.91,31.29,0.55,1.45,0.09,0.09,0,0.18,22.22,0,18,0.91,21.77
Gregory Moreno - DET,9,18.89,12.22,1.11,0.78,0.33,1.11,0.67,9.44,86.73,93.89,38.89,55,29.09,0.44,1.44,0,0.11,0,0.11,33.33,0,4.11,14.78,19.57
Antoine Dubé - MTL,7,18.86,12.86,1.71,0.71,1,1,1.86,4.57,84.21,113.57,27.57,86,45.56,0.86,0.86,0,0,0,0.29,50,0.86,4.29,14.57,19.9
Seth Faris - COL,13,18.85,18.31,4.31,1.31,3,0.62,4.38,5.77,89.29,202.08,85.46,116.62,57.14,0.62,0.54,0,0,0,1.15,75,1.08,11.77,7.08,19.64
Kevin Goldberg - LA,12,18.83,23.5,3,1.33,1.67,0.25,1.17,36.75,94.84,416.33,185.33,231,46.45,1.67,1.75,0,0.33,0,0.5,54.55,0,18.67,0.17,21.37
Thomas Lalonde-Landry - MTL,12,18.83,12.75,1.42,0.67,0.75,0.58,1.33,7.5,90,84.25,44.83,39.42,49.02,0.5,0.67,0,0,0,0.08,100,0,3.25,15.58,21.5
Trevor Lynch - CAR,6,18.83,15,3.5,1.67,1.83,0.33,3,15,94.74,270.17,118,152.17,56.67,1,0.67,0,0.17,0,0.67,80,2.33,8.83,10,20.43
Dylan Hawkins - CAR,10,18.8,22.3,3.1,0.6,2.5,0.3,2.5,14.9,95.51,178.9,35,143.9,58.3,1.6,0.5,0,0.4,0,0.1,33.33,0,17.6,1.2,19.01
Matt Hanna - PHI,10,18.8,22.2,1.8,0.5,1.3,0.3,0.8,13.8,93.24,260.5,55.9,204.6,52.25,1.2,0.9,0,0.4,0,0.1,33.33,0,18,0.8,21.05
Jacob Miller - SLC,13,18.77,22.54,2.46,1.08,1.38,0,2.08,23.85,98.73,244.38,126.08,118.31,62.12,2.46,0.23,0,0.15,0,0.31,100,0,18.69,0.08,18.88
Oscar Stonehouse - TOR,8,18.75,11.38,1.88,0.5,1.38,0.5,2.13,6.38,96.23,133.13,29.38,103.75,52.75,1,0.25,0,0,0,0,,0,3.5,15.25,19.75
Max Grove - HTX,10,18.7,14.3,1.4,1.1,0.3,0.6,1.3,9.3,93,137.3,52.4,84.9,35.66,0.9,0.6,0,0.1,0,0.6,85.71,0.2,6.9,11.8,21.31
Christian Olsen - ATL,9,18.67,22.44,2.11,1.33,0.78,0.22,1.44,41.22,98.15,298.22,240.78,57.44,63.37,2.44,0.67,0,0.22,0,0.11,50,0.11,17.89,0.78,21.23
Dylan Burns - OAK,14,18.64,19.36,2.64,1.29,1.36,0.5,2.21,12.57,93.12,219.86,63.14,156.71,58.67,1.5,0.79,0,0.14,0,0,0,0,11.86,6.79,19.58
Calvin Stoughton - BOS,12,18.58,19.67,4,2.33,1.67,0.58,2.75,23.25,92.08,326.92,150.92,176,58.9,2.25,1.83,0,0,0,0.67,57.14,0.08,13,5.58,22.86
Jeff Babbitt - BOS,12,18.58,17.33,2.33,0,2.33,2,4.25,16.42,98.01,110.83,23.67,87.17,52.4,1,0.08,0,0,0,0,,0,9.75,8.83,23.14
Tyler Randall - ATL,14,18.57,9.14,1.21,0.5,0.71,0.71,1.64,5.5,96.25,56.86,24.79,32.07,55.47,0.64,0.21,0,0.07,0,0.14,100,0,0,18.57,20.15
Blake Jordan - LV,2,18.5,16.5,0.5,0.5,0,1,0,14,90.32,150,125,25,21.21,0.5,1.5,0,0,0,0.5,100,6.5,9,9.5,18.84
Connor Newell - PIT,8,18.5,18,1.5,1,0.5,0.38,0.63,22.88,93.85,199,153.25,45.75,43.06,0.88,1,0,0.25,0,0.38,50,0.25,10.38,8.13,19.88
Kyle Weinberg - SLC,12,18.5,11.58,1.58,0.5,1.08,0.92,1.92,6.33,92.68,72.17,41.75,30.42,54.68,0.58,0.5,0,0.08,0,0.17,50,12.17,2,16.5,19.42
Christian Boxley - DC,7,18.43,20.14,4.57,2,2.57,0,3.86,23.29,97.6,272.29,50.71,221.57,58.87,1.14,0.57,0,0.14,0,0,,0,16.57,1.86,22.84
Mason Zetsch - LV,10,18.4,24.1,2.2,1.2,1,0.5,-0.4,12,82.19,222.7,79.1,143.6,30.71,0.7,2.3,0.1,0.8,0,0.5,27.78,0.5,16.4,2,21.92
Greg Martin - PHI,3,18.33,24,3,1,2,0.33,-0.33,13.33,80,248,47.67,200.33,50,0.67,3.33,0,0.33,0,0.33,33.33,0.33,17.33,1,20.24
James Pollard - MIN,15,18.33,15.27,2,1.07,0.93,1.07,1.87,6.07,83.49,138.27,58.67,79.6,47.6,0.67,0.93,0.07,0.27,0.07,0.6,50,10.53,5.27,13.07,19.93
Connor Olson - COL,13,18.31,23.08,1.92,1.15,0.77,0.15,0.85,27.62,95.73,213.54,172.69,40.85,53.67,1.54,1.15,0,0.08,0,0.23,42.86,0.08,17.92,0.38,21.7
Matthew Crawford - OAK,10,18.3,22.6,2.4,1,1.4,0.1,2.4,19.6,99.49,205.7,121.9,83.8,64.16,0.8,0.1,0,0,0,0.2,100,0,18,0.3,18.41
Orion Cable - BOS,15,18.27,21.87,3.8,1.13,2.67,0.33,2.6,12.07,90.5,287.2,45.2,242,54.88,0.8,1.27,0.07,0.27,0,1.13,56.67,0,16.67,1.6,21.52
Raekwon Adkins - OAK,4,18.25,20,2,1,1,0.25,0.75,21.5,92.47,262.5,98,164.5,48.75,1.5,1.5,0,0,0,0,0,0,14.5,3.75,20.86
AJ Merriman - DC,14,18.21,11.36,1.36,0.93,0.43,0.71,1.14,9.07,90.07,111.71,54.29,57.43,45.91,0.36,0.93,0,0,0,0.29,36.36,10.86,3,15.21,20
Julien Bernat - MTL,10,18.2,13.5,1.7,1.1,0.6,0.6,1.2,11,91.67,164.2,72.8,91.4,49.63,0.8,0.9,0,0.2,0,0.5,41.67,1.9,5.2,13,20.68
Suraj Madiraju - CAR,10,18.2,9.8,1.4,0.8,0.6,0.2,1.2,9,94.74,73.7,42.4,31.3,54.08,0.6,0.4,0,0,0,0.1,100,0,1,17.2,20.4
Thomas Shope - MIN,10,18.2,18.2,2.6,0.5,2.1,0.9,3.2,8.3,96.51,166.3,32,134.3,53.3,1.1,0.2,0,0.1,0,0.1,100,0,9.1,9.1,21.05
Will Turner - SD,12,18.17,10.42,1.33,0.67,0.67,0.58,1.42,11,94.96,114.17,82.25,31.92,58.4,0.58,0.42,0,0.08,0,0.42,83.33,11.83,1.17,17,20.28
Skyler Swafford - DET,8,18.13,21.38,0.5,0.13,0.38,0.25,-0.63,14.5,91.34,92,77.75,14.25,29.82,0.63,1.13,0,0.25,0,0,0,0,13.88,4.25,19.17
Cameron Taleghani - DET,9,18.11,12.89,0.44,0.11,0.33,0.44,-0.89,9.33,84,79.56,40.56,39,21.55,0.22,1.78,0,0,0,0,0,5.67,4.67,13.44,19.71
Michael Fairley - ATL,9,18.11,9.33,1.67,1,0.67,1.11,2.22,6.44,92.06,103.44,64.33,39.11,53.57,0.22,0.56,0,0,0.11,0.67,85.71,12.11,0.78,17.33,19.46
Michael Tran - SD,9,18.11,12,1.11,0.67,0.44,0.78,1.22,10.78,93.27,82.78,62.89,19.89,52.78,0.78,0.67,0,0,0,0.22,40,6.44,3,15.11,21.96
Porter Stobbe - LV,10,18.1,22.2,3.1,1.8,1.3,0.5,0.9,6.2,70.45,192.9,75.8,117.1,31.08,0.4,2.4,0,0.3,0,1,47.62,0,15.3,2.8,19.27
Becker Mathie - MIN,1,18,17,2,0,2,2,4,7,,80,21,59,,2,0,0,0,0,0,,0,2,16,16.93
Brandon Pastor - PHI,11,18,22.27,3.18,0.55,2.64,0.18,2.91,14,98.09,154,37.27,116.73,55.1,0.64,0.27,0,0.18,0,0.09,100,0,17.73,0.27,21.47
Biz Schlaefer - MAD,1,18,20,4,4,0,0,4,10,,106,78,28,65,0,0,0,0,0,0,,0,1,17,18.95
Caleb Campbell - ORE,12,18,13.17,1.5,1,0.5,0.83,1.08,14.83,90.82,113.67,88,25.67,34.81,1.25,0.92,0,0.33,0,0.33,80,8.33,2.33,15.67,20.45
Cole Jurek - DC,9,18,20.78,4.33,1.22,3.11,0.11,3.56,26,97.1,413.67,93.44,320.22,60.43,2.56,0.67,0,0.22,0,0.22,28.57,0,17.11,0.89,21.46
Danny Hobday - MIN,1,18,19,4,0,4,1,5,0,,59,0,59,,0,0,0,0,0,0,,0,1,17,16.98
Paul Krenik - MIN,15,18,18.53,2.67,0.87,1.8,0.73,2.73,12.4,95.38,180.93,68.93,112,50.36,0.67,0.47,0,0.2,0.07,0.13,66.67,0,10.47,7.53,20.63
Sam Cook - LA,2,18,21,1.5,0,1.5,0.5,0.5,12,88.89,208,82,126,42.86,1.5,1.5,0,0,0,0.5,33.33,0,18,0,20.73
Toms Abeltins - TOR,11,18,10.27,1.36,1,0.36,0.64,1.36,11,93.8,129.55,110.27,19.27,56.64,0.82,0.64,0,0,0,0.91,76.92,0,4.27,13.73,19.74
Charles Guay - MTL,12,17.92,12.33,1.75,0.67,1.08,1.58,2.67,10.92,92.91,115.08,72.5,42.58,49.32,1,0.67,0,0,0,0.08,50,0,3.58,14.33,19.98
Sam Pew - SLC,13,17.92,10,1.23,0.62,0.62,0.85,1.77,5.62,94.81,76,23.77,52.23,58.46,0.46,0.31,0,0,0,0.08,33.33,0,0.54,17.38,18.09
Jacob Cowan - NY,11,17.91,15.91,2.27,0.73,1.55,0.27,1.91,8.27,94.79,168.91,34.55,134.36,59.43,0.36,0.45,0.09,0.18,0,0,,0,11.73,6.18,18.87
Brian Gfroerer - HTX,10,17.9,21.3,2.3,0.9,1.4,0,1.3,15.8,96.34,240.6,63.1,177.5,53.05,1.3,0.5,0,0.5,0,0,0,0,17.4,0.5,18.48
Samuel Ingham - IND,10,17.9,18.8,3.3,1.6,1.7,0.3,2,12.2,90.37,256.8,84.4,172.4,39.36,0.5,1.3,0,0.3,0,0,0,0,9.4,8.5,20.74
Noah Wahl - IND,9,17.89,21.89,1.33,0.89,0.44,0.33,0,28,94.03,213.67,191.22,22.44,36.55,0.56,1.56,0.11,0.11,0,0.67,54.55,0,15.22,2.67,19.23
Ian Sweeney - SEA,8,17.88,12.13,1,0.75,0.25,0.38,-0.25,10.38,84.69,124.75,100.25,24.5,46.39,0.5,1.5,0,0.13,0,0.5,57.14,7.5,1.88,16,20.39
Paul Arters - CHI,8,17.88,23.38,3,2.63,0.38,0.63,1.25,31,92.19,406.5,303,103.5,54.55,2.25,2.38,0,0,0,1.38,55,0,17.38,0.5,20.68
Justin Burnett - MIN,14,17.86,13.86,1.57,0.71,0.86,1.5,2.21,5.07,91.03,120.07,40.79,79.29,46.91,0.5,0.5,0.07,0.36,0.07,0.07,50,0.07,1,16.86,21.47
Joel Clutton - LV,7,17.86,22.57,3.14,0.57,2.57,0.57,2.57,9.57,88.16,205.43,51.43,154,33.54,0.71,1.14,0,0,0,0.29,100,0.14,15.71,2.14,20.91
Bryce Lozinski - SD,13,17.85,10.85,0.77,0.69,0.08,0.31,0.85,10.62,97.87,78.62,57.62,21,56.03,0.77,0.15,0.15,0.08,0,0.15,100,0.31,1.77,16.08,20.62
Dex Dremann - CHI,6,17.83,15.5,2.17,0.5,1.67,1,1.33,8.33,84.75,111,56.83,54.17,52.69,0,1.33,0,0.5,0,0.17,16.67,4.17,1,16.83,20.69
Keenan Laurence - COL,6,17.83,20.17,2.33,1.33,1,0.5,0.83,8.33,83.33,227.83,72.5,155.33,47.11,0.83,1.5,0,0.5,0,0.5,37.5,2,13.5,4.33,21.18
Sam VanDusen - COL,12,17.83,11.75,2,1.42,0.58,0.83,1.42,10.17,87.14,136.17,97.25,38.92,54.61,1.25,1.33,0,0.08,0,0.42,35.71,10.58,1.67,16.17,18.04
Kennith Taylor - ATL,11,17.82,8.09,0.91,0.45,0.45,0.91,1.09,7.55,91.21,65.55,49.27,16.27,58.43,0.91,0.64,0,0.09,0,0.27,75,0.55,0.09,17.73,18.59
Michael Kiyoi - LA,9,17.78,21.89,2.22,1,1.22,0,1,18.56,95.43,251.89,151.22,100.67,52.28,2,0.89,0,0.33,0,0.56,100,0,17.67,0.11,19.74
Oliver Fay - NY,9,17.78,9.11,1.44,0.67,0.78,1,1.78,4.67,87.5,104.44,24.89,79.56,51.22,0.89,0.56,0,0.11,0,0.22,66.67,1.11,1.56,16.22,17.83
Reid Duncan - PIT,9,17.78,12.44,1.89,0.11,1.78,0.78,2.22,5.33,96,115.11,19.33,95.78,35.71,0.44,0.22,0,0.22,0,0,,1.56,3.56,14.22,19.47
Michael Ames - IND,8,17.75,19.75,1.88,1.5,0.38,0,0.75,31,96.12,252.13,227,25.13,45.57,1.75,1.13,0,0,0,0.38,60,1,13,4.75,18.87
Peter Boerth - BOS,4,17.75,11,2.5,0.25,2.25,0.5,2.25,12.5,94.34,145.75,42.5,103.25,63.64,1.75,0.5,0,0.25,0,0,,0,3.5,14.25,21.24
