Player,G,PP,POS,SCR,AST,GLS,BLK,PLUSMINUS,CMP,CMPPER,Y,TY,RY,OEFF,HA,T,S,D,C,HCK,HCKPER,PUL,OPP,DPP,MP
Peter Lenz - SD,7,11.57,13.43,1.43,0.71,0.71,0.71,1.29,12.57,94.62,150.71,101.14,49.57,54.26,0.29,0.71,0,0.14,0,0.43,100,0.71,8.71,2.86,12.95
Arthur Aucoin - NY,4,11.5,6,1.25,0.25,1,0.25,1.5,2.25,,29.25,8.75,20.5,54.17,0.25,0,0,0,0.25,0,,0,1,10.5,14.08
Bradley Kennis - IND,2,11.5,12.5,1.5,1,0.5,0,0.5,4,,81,11.5,69.5,32,0,0.5,0,0.5,0,0,,0,4.5,7,13.22
Calvin Trisolini - PHI,4,11.5,12.75,1.75,0.75,1,0,1,15.5,96.88,172.75,122.75,50,43.14,0.25,0.5,0,0.25,0,0.25,50,0.25,10,1.5,12.9
Jac Carreiro - BOS,4,11.5,6.25,0,0,0,0.25,-0.25,2.75,,35,4.75,30.25,56,0.25,0.5,0,0,0,0,,0.25,0,11.5,16.13
Ryan Martin - LV,6,11.5,8.67,0.33,0,0.33,0.33,0.33,4.33,92.86,44.33,15.67,28.67,28.85,0,0.17,0,0.17,0,0.17,100,0.5,3.67,7.83,13.55
Riley Ulmer - IND,2,11.5,13.5,1,0,1,0,0.5,2.5,,50.5,2,48.5,18.52,0,0.5,0,0,0,0,,0,4,7.5,13.88
Andres Rodriguez - PHI,7,11.43,7.29,0.71,0.43,0.29,0.71,0.71,5.43,86.36,65.57,35.71,29.86,54.9,0.57,0.57,0,0.14,0,0,,0.43,0.43,11,15.67
Aage Bonnell - SEA,5,11.4,9,0.6,0.2,0.4,0.2,0.4,5,96.15,63,38,25,44.44,0,0.2,0,0.2,0,0.2,100,0,1,10.4,13.31
Jacob Rollins - PIT,8,11.38,7.13,1,0.38,0.63,0.13,0.88,3.13,96.15,48.5,9.88,38.63,49.12,0.5,0.13,0,0.13,0,0.13,100,0.13,1.38,10,12.1
Morgan Sommer - OAK,8,11.38,9.88,0.63,0,0.63,0.63,0.88,1.88,,34.88,2,32.88,56.96,0.13,0.25,0,0.13,0,0,0,0.75,3.13,8.25,13.08
Erik Olsen - DET,6,11.33,6.83,0,0,0,0.5,0.33,1.33,,10.5,3.83,6.67,24.39,0,0.17,0,0,0,0,,0,2.33,9,11.36
Kevin Land - HTX,3,11.33,6.67,0,0,0,0,-0.33,4.33,,67,33.67,33.33,50,0.67,0,0,0.33,0,0,,0,2.33,9,13
Richard Ware - DET,9,11.33,6.22,0.33,0,0.33,0.33,0.56,1,,19.44,-1.78,21.22,25,0.22,0,0,0.11,0,0,,0,1,10.33,10.89
Bailey Wu - SEA,5,11.2,7.6,0.4,0.2,0.2,0,0.2,1.2,,17,4.4,12.6,47.37,0,0.2,0,0,0,0,,0,0.6,10.6,11.75
Nate Long - PHI,5,11.2,13.6,1,0.8,0.2,0.2,0.6,14.2,93.42,153.8,138,15.8,42.65,1.4,0.4,0,0.2,0,0.2,50,3,7,4.2,13.88
Tristan Yarter - NY,10,11.2,4.6,0.2,0.2,0,0.5,0.5,3.7,97.37,15.6,19.9,-4.3,52.17,0.2,0.1,0,0.1,0,0,,1,0.2,11,12.78
Max Sample - MAD,6,11.17,14.5,2.17,0.5,1.67,0.17,1.17,9.5,95,147,34.67,112.33,42.53,0.83,0.5,0,0.67,0,0.17,33.33,0,10.33,0.83,15.67
Ethan Fortin - BOS,13,11.15,7,0.38,0.23,0.15,0.38,0.38,10.54,96.48,61.15,53.08,8.08,53.85,0.31,0.38,0.08,0,0,0.15,66.67,4.69,1.46,9.69,14.7
Jack Nelson - MAD,7,11.14,17.86,2.14,1.43,0.71,0.43,2,7.14,86.21,186.86,73.57,113.29,37.6,0.43,0.57,0,0,0,0.71,71.43,0,11.14,0,15.3
Wyatt Berreman - OAK,12,11.08,8.42,0.33,0.08,0.25,0.42,0.75,3.33,100,29.92,9.33,20.58,50.5,0.25,0,0,0,0,0,,0.08,0,11.08,13.77
Andrew Sjogren - CHI,8,11,9.13,1.25,0.5,0.75,0.5,1.38,4.13,91.67,74.88,17.13,57.75,63.01,0.25,0.38,0,0,0,0,,0,1,10,13.2
Declan Kervick - BOS,1,11,6,1,1,0,0,0,8,,64,28,36,,1,0,0,1,0,0,,0,3,8,14.53
Ethan Pigeon - PHI,6,11,7,0.83,0.17,0.67,0.17,0.5,4,92.31,58.17,3.67,54.5,59.52,0.83,0.33,0,0.17,0,0,,0,0.83,10.17,14.99
Elijah Salmon - SD,2,11,8,0,0,0,0,-0.5,5,,18.5,9.5,9,,0.5,0.5,0,0,0,0,,0.5,0,11,13.43
Gavin Abrahamsson - BOS,1,11,7,2,0,2,0,2,2,,14,-6,20,,0,0,0,0,0,0,,0,3,8,15.22
Isaac Lee - DC,9,11,6,0.67,0.44,0.22,0.22,0.44,7.33,95.65,64,47.67,16.33,51.85,0.11,0.33,0,0.11,0,0.56,83.33,0.56,0.22,10.78,14.1
Matt Thomas - DC,1,11,3,1,0,1,0,1,1,,29,7,22,,0,0,0,0,0,0,,0,1,10,8.57
Peter Kotz - BOS,5,11,7.6,0,0,0,0,0,0.8,,13.4,2.6,10.8,34.21,0.2,0,0,0,0,0,,0,0,11,13.8
Ryan Drost - NY,1,11,6,0,0,0,0,0,2,,-10,-22,12,,1,0,0,0,0,0,,0,0,11,11.02
Reggie Sung - SD,10,11,5.1,0.9,0.3,0.6,0.3,0.8,1.5,,26.4,13.6,12.8,62.75,0.3,0.4,0,0,0,0,,0,0,11,12.71
Tanner Barcus - MIN,1,11,11,3,2,1,0,3,8,,160,63,97,,0,0,0,0,0,0,,0,4,7,13
Zac Byrnes - CAR,1,11,8,0,0,0,4,4,10,,210,108,102,,3,0,0,0,0,0,,0,0,11,15.98
Toya Chukwumerije  - HTX,10,10.9,5.5,0.2,0,0.2,0.5,0.7,1.1,,12.5,3.1,9.4,30.91,0.2,0,0,0,0,0,,0,1,9.9,10.98
Jake Thorne - CAR,8,10.88,5.75,0.25,0,0.25,0.38,0.5,2.88,95.83,33.63,1.5,32.13,54.35,0.25,0.13,0,0,0,0,,0,1.5,9.38,12.37
Nayland Stuart - LV,8,10.88,9.13,0.75,0.5,0.25,0.25,0,3.38,81.82,58.63,28.38,30.25,30.14,0,0.75,0,0.25,0,0.13,25,1,5.25,5.63,11.78
Harry Norris - TOR,7,10.86,5.43,1,0.43,0.57,0.14,0.57,2.29,80,55.57,8.86,46.71,52.63,0.14,0.57,0,0,0,0,0,0.29,0.57,10.29,12.3
Alex Janelle - ATX,9,10.78,6.44,0.78,0.56,0.22,0.89,1,4.33,84.78,64.11,40.67,23.44,51.72,0.44,0.67,0.11,0,0,0.44,66.67,5,0,10.78,11.54
Araav Sehgal - TOR,8,10.75,5.63,0.5,0.5,0,0.25,0.63,5.75,100,51.75,43.13,8.63,53.33,0.38,0,0,0.13,0,0.13,100,0,1.13,9.63,12.34
Trenton Hebert - ATX,8,10.75,4.88,1.38,0.88,0.5,0.25,1.5,3.63,96.67,59,31.5,27.5,64.1,0.25,0.13,0,0,0,0.13,100,0.38,0,10.75,9.74
Daniel Welkener - ATX,9,10.67,7.44,0.89,0.56,0.33,0.33,1,5.11,95.83,77.22,52.11,25.11,59.7,0.22,0.22,0,0,0,0.22,66.67,2.67,0.11,10.56,11.91
Hudson Stuck - LA,6,10.67,7.67,0.67,0,0.67,0.17,0.83,5.67,100,79.33,32.5,46.83,36.96,0.17,0,0,0,0,0,,0,1.67,9,16.35
Jeremiah Branson - SLC,9,10.67,7.56,0.78,0.67,0.11,0.33,0.78,5.67,94.44,60.67,38.11,22.56,57.35,0.44,0.33,0,0,0,0.22,100,0,1,9.67,13.37
Dmitry Suvorov - NY,8,10.63,6.25,0.63,0.25,0.38,0.13,0.5,2.5,100,38.38,18.25,20.13,50,0.13,0,0,0.25,0,0,,0,0.13,10.5,11.44
Rhys Bergeron - DC,8,10.63,5.75,0.75,0.38,0.38,0.38,1.13,2.38,,40.5,16.75,23.75,56.52,0,0,0,0,0,0.13,100,0.13,0,10.63,13.39
Zac Schakner - LA,7,10.57,6,0.43,0.14,0.29,0.57,0.43,5.43,88.37,34,-0.14,34.14,30.95,0.29,0.57,0,0,0,0,0,0.14,1.71,8.86,14.75
Dane Miller - SLC,2,10.5,5.5,0,0,0,0,0,3.5,,19.5,4,15.5,,0,0,0,0,0,0,,0,0,10.5,9.97
Daniel Pryke - SD,2,10.5,7.5,1,0,1,0,0.5,3.5,,69,20.5,48.5,,1,0,0,0.5,0,0,,0.5,0,10.5,12.12
Elliott Eve - SD,2,10.5,7,1,0.5,0.5,0.5,1.5,2.5,,56,6.5,49.5,,0.5,0,0,0,0,0,,0,0,10.5,12.65
Ethan Wimmer - SLC,2,10.5,7.5,1,0,1,1,0.5,2,,63,22,41,,0,1.5,0,0,0,0,0,0,0,10.5,14.54
Robert Hausmann - ATX,6,10.5,5.17,0.17,0.17,0,0.33,-0.17,1.17,,15,3.83,11.17,54.84,0,0.67,0,0,0,0,,0,0,10.5,11.06
Conor Bauman - OAK,8,10.38,6.75,0.25,0.25,0,0.5,0,4.63,84.09,34.75,29.63,5.13,44.44,0.13,0.75,0,0,0,0.13,33.33,2.38,0,10.38,12.94
Liam Jay - OAK,11,10.36,7.55,1.09,0.91,0.18,0.09,1.09,6.82,97.4,49.55,48.18,1.36,44.58,0.09,0.09,0,0,0,0.18,100,0.09,0,10.36,13.67
Sam Alston - NY,11,10.36,5.91,0.64,0.36,0.27,0.64,1,2.82,91.18,26.45,3.55,22.91,53.85,0.27,0.27,0,0,0,0,,5,0.09,10.27,11.48
Conrad Nguyen - DET,3,10.33,7.33,0.33,0,0.33,0,-1.33,2.67,,11.33,17.33,-6,22.73,0,1.67,0,0,0,0,,0,4.33,6,11.18
Jake Anderson - LV,6,10.33,6.67,0.17,0,0.17,0.17,0.17,0.5,,12.67,-1.83,14.5,25,0,0.17,0,0,0,0,0,0,1.5,8.83,10.61
Liam McKeown - MTL,7,10.29,5.71,0.43,0.43,0,0.43,0.57,3.86,90,51.14,31.29,19.86,42.5,0.43,0.29,0,0,0,0.29,100,1.14,0.57,9.71,11.85
Ben Levy - NY,5,10.2,5.6,0.2,0,0.2,0.2,-0.2,5,89.29,24,18.4,5.6,60.71,0,0.6,0,0,0,0,,0,0.2,10,9.51
Eric Nardelli - PHI,11,10.18,6.09,0.36,0,0.36,0.55,0.64,3,94.29,22.64,7.55,15.09,44.78,0.09,0.18,0,0.09,0,0,,0,1,9.18,12.57
Ray Palazzo - DET,7,10.14,6.57,0.29,0.14,0.14,0,-0.86,3.57,75.76,44.86,20.43,24.43,28.26,0,1,0,0.14,0,0.14,100,0.14,1.86,8.29,10.92
Bryan Downey - HTX,9,10.11,9.33,1.22,0.67,0.56,0.11,1,7.44,95.71,128.67,86,42.67,46.43,1,0.33,0,0,0,0.78,100,0,4.67,5.44,10.26
Connor Garrison - LV,3,10,7,0,0,0,0.67,0.33,2,,15.33,5.67,9.67,14.29,0,0.33,0,0,0,0,,0,0,10,12.79
David Frongillo - LV,1,10,4,1,1,0,0,0,1,,25,4,21,,0,1,0,0,0,0,,0,0,10,11.98
Dylan Nice - CHI,1,10,13,1,0,1,1,2,3,,49,12,37,,0,0,0,0,0,0,,0,5,5,12.28
Emmanuel Bilolo - ATX,1,10,4,0,0,0,0,0,1,,5,1,4,,0,0,0,0,0,0,,0,0,10,15.18
Elijah Long - CAR,1,10,6,0,0,0,0,-1,6,,67,37,30,,0,1,0,0,0,0,,0,3,7,13.3
Evan Miller - SLC,2,10,9,1,0.5,0.5,0,1,3,,56.5,17,39.5,,0,0,0,0,0,0,,0,5,5,12.03
Isaiah Hernandez - LA,1,10,7,1,0,1,0,1,1,,29,1,28,,0,0,0,0,0,0,,0,1,9,12.15
Rui Carvalho - TOR,3,10,4.33,0,0,0,0,0,0.67,,1.33,-1.67,3,,0.33,0,0,0,0,0,,1.33,0.67,9.33,11.76
Spencer Lofink - SEA,1,10,11,1,1,0,0,0,28,96.55,201,198,3,,4,1,0,0,0,1,100,0,9,1,15.35
Steve Mogielski - SEA,1,10,5,1,1,0,0,1,2,,47,36,11,,0,0,0,0,0,0,,0,0,10,6.2
Thomas Preston - PHI,2,10,6,0.5,0,0.5,0,0.5,1.5,,41,18,23,,0,0,0,0,0,0,,0,2.5,7.5,9.68
Julian Reeves - ORE,11,9.91,7.09,0.45,0.27,0.18,0.09,-0.09,5.82,90.14,47.18,31.18,16,35.9,0.18,0.55,0,0.09,0,0,0,0,1,8.91,12.27
Jason Tapper - BOS,8,9.88,5.5,0.38,0.25,0.13,0.25,0.38,2.13,,45.38,10.38,35,52.27,0,0.25,0,0,0,0.13,100,0,0,9.88,11.99
Royce Grundy - LA,7,9.86,6.29,0.71,0.43,0.29,0.43,0.86,2,,36.71,14.57,22.14,31.82,0,0.14,0,0.14,0,0,,0,0.71,9.14,13.89
Nicolas Gagnon - MTL,6,9.83,5.17,0.17,0,0.17,0.17,0,1.33,,27,4.33,22.67,32.26,0.33,0.17,0,0.17,0,0,,0,1,8.83,12.5
Walker Matthews - CAR,5,9.8,6,1.2,0.8,0.4,0.2,1,3.6,90,86,29,57,50,0.2,0.4,0,0,0,0.4,100,4.2,1,8.8,11.53
Alex Gravatt - MAD,4,9.75,5.25,0,0,0,0.25,-0.5,0.5,,7.25,7.5,-0.25,47.62,0,0,0,0.75,0,0,,0,0.25,9.5,10.78
Jackson Allen - LV,4,9.75,5.75,0,0,0,0.25,-0.25,0.75,,15.25,5.75,9.5,26.09,0.25,0.5,0,0,0,0,,0,1.5,8.25,11.71
Jonathan Lee - ORE,4,9.75,8.25,1.25,0.75,0.5,0,1.25,4.5,,55,31.75,23.25,54.55,0.25,0,0,0,0,0,,0,2.75,7,11.21
Liam Bestian - LA,4,9.75,9,0.5,0.25,0.25,0.25,-0.5,3.25,,46.25,27,19.25,22.22,0.5,1,0,0.25,0,0,0,2.75,2.75,7,14.2
Isamu Kawaguchi - SD,7,9.71,3.86,0.43,0,0.43,0.14,0.43,1,,8.57,1.43,7.14,62.96,0,0.14,0,0,0,0,,0,0.14,9.57,9.65
Cole Stenseth - SLC,3,9.67,5.33,0.33,0,0.33,0.67,0.67,1,,25.33,8.33,17,,0.33,0.33,0,0,0,0,,0,0,9.67,11.18
Gabe Nobis - SEA,3,9.67,5,0.33,0.33,0,0,0,5.33,,67.67,60,7.67,,0.33,0.33,0,0,0,0.67,100,0,0.33,9.33,9.9
Jason Lee - LA,6,9.67,7.5,0.17,0,0.17,0.5,0.67,2.83,,26,0,26,26.67,0,0,0,0,0,0,,0,1.67,8,15.46
Morey Averill - PIT,3,9.67,3.33,0.33,0,0.33,0.33,0.33,0.33,,15.67,3.33,12.33,,0,0.33,0,0,0,0,,0,0.67,9,9.29
Max Junga - MAD,6,9.67,5.17,0.5,0.5,0,0.5,0.67,1,,40.33,26.5,13.83,48.39,0.17,0.33,0,0,0,0.5,75,0,0.17,9.5,8.85
Spencer Sih - LA,3,9.67,7,0,0,0,0,0,2.67,,7.33,9,-1.67,28.57,0,0,0,0,0,0,,0,0,9.67,14.1
Frankie Gomez - ATX,6,9.5,4.83,0.33,0,0.33,0.17,0.5,0.17,,15.5,2.17,13.33,51.72,0,0,0,0,0,0,,0.17,0.17,9.33,8.59
Jack Dowling - ATX,2,9.5,3,0.5,0.5,0,0,0.5,3,,33,20,13,,0,0,0,0,0,0,,0.5,0,9.5,11.01
Nate Machak - HTX,2,9.5,7,0.5,0,0.5,0,0.5,7,,105,61,44,,0,0,0,0,0,0,,0.5,3.5,6,11.21
Olivier Gamache - MTL,2,9.5,4.5,0.5,0,0.5,0,0.5,2,,32.5,1.5,31,,0,0,0,0,0,0,,0,0.5,9,11
Tomas Fong - SD,4,9.5,4.75,0,0,0,0,-0.75,0.5,,3.5,1,2.5,,0,0,0,0.75,0,0,,0,0,9.5,10.99
Dillon Bruer - CAR,5,9.4,2.4,0,0,0,0,0,0.8,,10.4,0.8,9.6,,0,0,0,0,0,0,,1.2,0,9.4,9
Michael Lee - CAR,5,9.4,4.4,0.4,0.4,0,0,0.4,2,,17.4,-0.8,18.2,59.09,0,0,0,0,0,0,,0,0,9.4,11.85
Ethan Lieman - NY,6,9.33,4.33,0.5,0.33,0.17,0.33,0.67,3.17,95,33.83,11,22.83,46.15,0.5,0.17,0,0,0,0,,0,1,8.33,9.69
Logan Call - PIT,6,9.33,5.33,0.17,0.17,0,0.17,0,1,,19.33,5,14.33,25,0,0.33,0,0,0,0,,3.17,0.5,8.83,8.89
Vedant Sachdeva - NY,9,9.33,5.11,0.22,0,0.22,0.22,0.33,1.22,,14,5.33,8.67,52.17,0.22,0.11,0,0,0,0,,0,0,9.33,10.23
Alex Warrington - PIT,7,9.29,5.43,0.29,0.29,0,0.29,0,1.86,,31.29,9.43,21.86,28.95,0.14,0.29,0,0.29,0,0,,0,0.71,8.57,8.65
Grant Cole - ORE,4,9.25,7.25,0.25,0,0.25,0,-1,5,80,17.75,15.5,2.25,37.93,0.25,1.25,0,0,0,0,,0,0.5,8.75,11.48
Jason Wherry - PIT,8,9.25,4.88,0.13,0.13,0,0.38,0,4.63,90.24,39.38,20.5,18.88,41.03,0.25,0.38,0,0.13,0,0,,0,0.38,8.88,8.79
Kelvin Huang - TOR,11,9.18,5.27,0.45,0,0.45,0.09,0.09,2.27,83.33,25.91,7.36,18.55,51.72,0.27,0.45,0,0,0,0,0,0,1.09,8.09,10.52
Ethan Sarles - PHI,7,9.14,5.86,0.86,0.57,0.29,0,0.43,5.57,90.7,94.14,68.14,26,46.34,0.14,0.43,0,0,0,0.86,75,6.71,1,8.14,10.15
Francesco Russo - LA,7,9.14,5.29,0.29,0,0.29,0,0.14,1.43,,37.43,5.86,31.57,37.84,0,0,0,0.14,0,0,,0,0.29,8.86,13.81
Trip Crowley - ATL,7,9.14,6,1.14,0,1.14,0.29,1.43,1.86,,31.86,-8.71,40.57,50,0,0,0,0,0,0,,0,2.43,6.71,10.45
Cole Eustis - ORE,4,9,6.75,0.25,0,0.25,0,-0.5,1.5,,36.75,8.5,28.25,22.22,0.25,0.75,0,0,0,0,0,2.25,1,8,11.33
Caleb Stanish - PIT,6,9,5.17,0.33,0.17,0.17,0.33,0.67,0.67,,20,2.33,17.67,32.26,0.17,0,0,0,0,0,,0,0.5,8.5,9.47
Garrett Wilson - ATX,1,9,2,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,,0,0,9,6.83
Jean-Levy Champagne - MTL,1,9,5,1,1,0,0,1,4,,50,42,8,,0,0,0,0,0,0,,0,0,9,10.73
John Sickles - COL,1,9,10,2,2,0,1,2,7,,171,126,45,,0,1,0,0,0,2,100,0,0,9,14.75
Michael Hlavaty - CHI,2,9,8.5,0.5,0.5,0,0.5,0,7,,34.5,20.5,14,,0.5,0.5,0,0.5,0,0,,0,0,9,11.98
Nathan Williams - ORE,2,9,6.5,0,0,0,0,-0.5,1,,8.5,-5,13.5,,0,0,0,0.5,0,0,,0,0.5,8.5,11.08
Travis Puckrin - TOR,2,9,7.5,0.5,0.5,0,1.5,1.5,6,,100,50.5,49.5,,0,0.5,0,0,0,0.5,100,0,2.5,6.5,12.72
Tanner Roberts - CAR,4,9,5.5,0.5,0,0.5,0.5,0.75,1.5,,40.5,4.5,36,54.55,0,0.25,0,0,0,0,0,0,0,9,11.58
Victor Zhivich - LA,2,9,6,0.5,0,0.5,0.5,0.5,2.5,,28,-0.5,28.5,,0,0.5,0,0,0,0,,0,0.5,8.5,11.81
Kevin Jay - TOR,7,8.86,5.14,0.29,0.14,0.14,0.14,0.29,3.14,95.65,28.29,18.29,10,38.89,0.14,0.14,0.14,0,0,0,0,0.29,1.71,7.14,9.71
Christopher Zaleski - PHI,3,8.67,5.33,0.67,0.67,0,0,0.33,4.33,,33,8.33,24.67,,0.33,0,0,0.33,0,0,,0,1,7.67,9.24
Samuel McCrory - NY,2,8.5,4,0,0,0,0.5,0,0,,-5,0,-5,,0,0.5,0,0,0,0,,0,0.5,8,7.61
Thomas Konogeris - SD,2,8.5,7.5,0,0,0,0.5,0.5,1.5,,33.5,4.5,29,,0.5,0,0,0,0,0,,0,3,5.5,9.43
Timothy Mosher - ATX,2,8.5,1.5,0.5,0,0.5,0,0.5,0,,6,0,6,,0,0,0,0,0,0,,0,0,8.5,7.03
Tej Murthy - NY,2,8.5,4,0.5,0,0.5,0,0.5,1,,48,29,19,,0,0,0,0,0,0.5,100,8.5,0,8.5,8.08
Luke Rehfuss - DC,5,8.4,3.2,0.2,0,0.2,0.2,0.2,4.2,95.45,48,18.4,29.6,,0,0.2,0,0,0,0,,1.6,0.2,8.2,11.03
Tannon Hedges - ATX,3,8.33,4.67,0.33,0,0.33,0.33,0.33,2.67,,7.67,11.67,-4,,0.33,0.33,0,0,0,0,0,0.33,0.33,8,9.92
Christopher O'Brien - DET,4,8.25,8.5,0,0,0,0,-0.25,1.75,,19.5,9.5,10,20.59,0,0.25,0,0,0,0,,0,2.25,6,10.6
James McClean - TOR,5,8.2,3.2,0,0,0,0,-0.2,1.4,,10.6,4.6,6,,0,0.2,0,0,0,0,,0,0.4,7.8,9.2
Corey Tolbert - HTX,1,8,7,2,0,2,0,2,0,,29,0,29,,0,0,0,0,0,0,,0,1,7,8.45
Devin Cox - LA,1,8,5,0,0,0,0,0,5,,-29,-11,-18,,0,0,0,0,0,0,,0,0,8,10.87
Ian Dietrich - PHI,3,8,6.67,0,0,0,0,-0.33,4,,67.33,42,25.33,30,0.33,0.33,0,0,0,0,,0,1.33,6.67,10.04
Nolan Stoppel - SEA,2,8,6,0,0,0,0,-0.5,0,,6,0,6,,0,0.5,0,0,0,0,0,0,0.5,7.5,8.75
Noriaki To - NY,1,8,3,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,,0,0,8,7.62
Owen Cordes - BOS,1,8,8,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,,0,0,8,15.52
Owen Heh - ORE,2,8,4,0,0,0,0,0,4.5,,30.5,42,-11.5,,0,0,0,0,0,0,,0,2,6,7.57
Ryan Allenson - SEA,1,8,5,1,0,1,1,2,1,,35,3,32,,0,0,0,0,0,0,,1,1,7,7.4
Robin Maillard - PIT,2,8,7,0.5,0.5,0,0,-1,2,,30.5,15,15.5,,0,1,0,0.5,0,0,,0,1,7,9.07
Nathaniel Austin - ATL,5,7.6,3,0.8,0.2,0.6,0,0.6,0.6,,14.4,0.2,14.2,,0,0,0,0.2,0,0,,0,0,7.6,7.19
Orlando Impas - ORE,5,7.6,5.8,0.4,0.2,0.2,0.2,-0.4,2,,57,21,36,24.14,0.2,0.6,0,0.4,0,0.2,33.33,0,0.4,7.2,10.27
Elliot Rivera - PIT,2,7.5,6,0.5,0,0.5,0,0.5,2,,13,2.5,10.5,,0,0,0,0,0,0,,0.5,1,6.5,8.78
Ismail Kassim - HTX,6,7.5,3.33,0.67,0.33,0.33,0,0.67,1.67,,36.5,4,32.5,35,0,0,0,0,0,0,,0,1.17,6.33,6.39
Sam Harrington - ORE,2,7.5,3.5,1,0,1,0,1,0.5,,70.5,8.5,62,,0.5,0,0,0,0,0,,0,0.5,7,7.25
Zach Singer - BOS,2,7.5,4.5,0.5,0,0.5,0.5,0.5,4,,22,-3.5,25.5,,0,0.5,0,0,0,0,,0,0,7.5,11.38
Drew Laird - ATL,5,7.4,3.6,0.2,0,0.2,0.4,0.6,0.6,,11.4,3.8,7.6,,0,0,0,0,0,0,,0,0,7.4,8.61
Dan Baumgartner - ORE,8,7.38,4,0.13,0.13,0,0.25,0.38,1.38,,23.25,8.38,14.88,31.25,0.13,0,0,0,0,0,,0,0.63,6.75,7.77
Brandon Lamberty - DC,5,7.2,4.8,0,0,0,0.4,0,2.2,,20,18.4,1.6,33.33,0,0.4,0,0,0,0,0,5,0.4,6.8,9.12
Andrew McKelvey - CAR,2,7,2,0,0,0,0,0,0.5,,3,-3.5,6.5,,0,0,0,0,0,0,,0,0,7,8.84
Cam Bellando - CAR,1,7,3,0,0,0,2,2,1,,3,-14,17,,0,0,0,0,0,0,,1,0,7,9.52
Daniel Chickering - SEA,1,7,2,0,0,0,0,-1,3,,16,20,-4,,0,1,0,0,0,0,,0,0,7,5.18
Nicholas Akers - DET,1,7,3,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,,7,0,7,5.67
Trenton Spinks - ATL,3,7,3,0.33,0.33,0,0,0,0.67,,22.33,10.33,12,,0,0.33,0,0,0,0,,0,0,7,8.95
Xavier Schafer - DC,4,7,4,0,0,0,0.25,-0.25,4.75,95,32.75,10.75,22,,0.25,0.25,0,0.25,0,0,,0,0.5,6.5,9.87
Gavin Leahy - SEA,3,6.67,7,1.67,1.33,0.33,0,1.67,3,,57.33,29,28.33,66.67,0.33,0,0,0,0,0,,0.33,3.67,3,8.42
Anthony Grigoletti - DET,4,6.5,3.25,0,0,0,0,0,0.5,,14.25,6.5,7.75,,0,0,0,0,0,0,,0,0,6.5,7.59
Jonah Erb - LV,2,6.5,8,0.5,0.5,0,0,0,1.5,,61.5,-1.5,63,,0.5,0,0,0.5,0,0,,0,6.5,0,9.33
Ben Travers - ORE,1,6,7,0,0,0,0,-1,3,,13,0,13,,1,1,0,0,0,0,,0,0,6,9.63
Dyllon Jeng - PHI,1,6,7,1,0,1,0,0,3,,74,32,42,,0,0,0,1,0,0,,0,0,6,7.53
Gavin May - NY,3,6,3.67,0,0,0,0,0,0.33,,7,4.33,2.67,,0,0,0,0,0,0,,0,0.67,5.33,6.01
John Peterson - DET,1,6,3,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,,0,0,6,8.2
Ryan duSaire - MIN,1,6,8,0,0,0,1,1,7,,82,39,43,,0,0,0,0,0,0,,0,0,6,13.3
Aidan Williams - DET,3,5.33,2.67,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,,0,0.33,5,5.53
Andrew Thai - ATL,1,5,2,0,0,0,0,0,2,,7,7,0,,0,0,0,0,0,0,,0,0,5,6.88
David Perry - PHI,2,5,6,0,0,0,0,-1,2,,39,15.5,23.5,,0,0.5,0,0.5,0,0,,0,0,5,6.57
Ki Greene - ATL,1,5,2,1,1,0,1,2,1,,34,18,16,,0,0,0,0,0,0,,0,0,5,7.12
Angelo Pestritto - DET,1,4,1,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,,0,0,4,4.08
Matt Lyle - HTX,1,4,2,0,0,0,0,0,3,,-3,-3,0,,0,0,0,0,0,0,,0,1,3,3.93
John Laney - CAR,3,3,2,0,0,0,0.33,0.33,0,,0,0,0,,0,0,0,0,0,0,,0,0,3,3.06
Mitch Lutz - HTX,1,3,4,0,0,0,0,0,1,,6,6,0,,0,0,0,0,0,0,,0,3,0,4.07